timestamp,speed,count,duration
2015-09-03 15:01:54.116721,"
",1,0:00:29.331385
2015-09-03 15:01:59.504180,"
",2,0:00:34.718844
2015-09-03 15:02:01.435999,"
",3,0:00:36.650663
2015-09-03 15:02:01.727412,"
",4,0:00:36.942076
2015-09-03 15:02:04.249448,"
",5,0:00:39.464112
2015-09-03 15:02:09.676004,"
",6,0:00:44.890668
2015-09-03 15:02:09.960979,"
",7,0:00:45.175643
2015-09-03 15:02:12.027123,"
",8,0:00:47.241787
2015-09-03 15:02:26.272974,"20
",9,0:01:01.487638
2015-09-03 15:02:54.108416,"
",10,0:01:29.323080
2015-09-03 15:02:57.419308,"
",11,0:01:32.633972
2015-09-03 15:03:00.509385,"
",12,0:01:35.724049
2015-09-03 15:03:02.622628,"
",13,0:01:37.837292
2015-09-03 15:03:04.831180,"
",14,0:01:40.045844
2015-09-03 15:03:05.252619,"
",15,0:01:40.467283
2015-09-03 15:03:08.453558,"
",16,0:01:43.668222
2015-09-03 15:03:10.647767,"
",17,0:01:45.862431
2015-09-03 15:03:14.263073,"
",18,0:01:49.477737
2015-09-03 15:03:16.185549,"
",19,0:01:51.400213
2015-09-03 15:03:18.625238,"
",20,0:01:53.839902
2015-09-03 15:03:20.948025,"
",21,0:01:56.162689
2015-09-03 15:03:57.966974,"
",22,0:02:33.181638
2015-09-03 15:04:00.112712,"
",23,0:02:35.327376
2015-09-03 15:04:02.065984,"
",24,0:02:37.280648
2015-09-03 15:04:02.259977,"
",25,0:02:37.474641
2015-09-03 15:04:06.216724,"
",26,0:02:41.431388
2015-09-03 15:04:06.835505,"
",27,0:02:42.050169
2015-09-03 15:04:08.687237,"
",28,0:02:43.901901
2015-09-03 15:04:09.929738,"
",29,0:02:45.144402
2015-09-03 15:04:29.046110,"
",30,0:03:04.260774
2015-09-03 15:04:57.755806,"
",31,0:03:32.970470
2015-09-03 15:04:59.030875,"
",32,0:03:34.245539
2015-09-03 15:05:04.570623,"
",33,0:03:39.785287
2015-09-03 15:05:08.953252,"
",34,0:03:44.167916
2015-09-03 15:05:56.142020,"
",35,0:04:31.356684
2015-09-03 15:05:57.496320,"
",36,0:04:32.710984
2015-09-03 15:05:58.915738,"
",37,0:04:34.130402
2015-09-03 15:06:00.121565,"
",38,0:04:35.336229
2015-09-03 15:06:02.841024,"
",39,0:04:38.055688
2015-09-03 15:06:06.290965,"
",40,0:04:41.505629
2015-09-03 15:06:25.104509,"
",41,0:05:00.319173
2015-09-03 15:06:30.898869,"
",42,0:05:06.113533
2015-09-03 15:06:52.782423,"
",43,0:05:27.997087
2015-09-03 15:07:00.664530,"
",44,0:05:35.879194
2015-09-03 15:07:02.490083,"
",45,0:05:37.704747
2015-09-03 15:07:04.004521,"
",46,0:05:39.219185
2015-09-03 15:07:06.111007,"
",47,0:05:41.325671
2015-09-03 15:07:41.886424,"
",48,0:06:17.101088
2015-09-03 15:07:52.939208,"
",49,0:06:28.153872
2015-09-03 15:07:57.409528,"
",50,0:06:32.624192
2015-09-03 15:07:59.197810,"
",51,0:06:34.412474
2015-09-03 15:08:02.381100,"
",52,0:06:37.595764
2015-09-03 15:08:05.508619,"
",53,0:06:40.723283
2015-09-03 15:08:05.777916,"
",54,0:06:40.992580
2015-09-03 15:08:07.389756,"
",55,0:06:42.604420
2015-09-03 15:08:08.690124,"
",56,0:06:43.904788
2015-09-03 15:08:30.721803,"
",57,0:07:05.936467
2015-09-03 15:08:34.074936,"
",58,0:07:09.289600
2015-09-03 15:08:35.734372,"
",59,0:07:10.949036
2015-09-03 15:08:39.023460,"
",60,0:07:14.238124
