timestamp,speed,count,duration
2015-09-03 14:59:45.220147,"
",1,0:00:05.827307
2015-09-03 14:59:46.408178,"
",2,0:00:07.015338
2015-09-03 14:59:49.842947,"12
",3,0:00:10.450107
2015-09-03 14:59:50.895647,"
",4,0:00:11.502807
2015-09-03 14:59:51.967958,"23
",5,0:00:12.575118
2015-09-03 14:59:53.040674,"12
",6,0:00:13.647834
2015-09-03 14:59:53.516078,"
",7,0:00:14.123238
2015-09-03 14:59:54.352226,"
",8,0:00:14.959386
2015-09-03 14:59:54.749353,"
",9,0:00:15.356513
