timestamp,speed,count,duration
2015-06-25 17:23:17.721564,,90,0:09:53.185561
2015-06-25 17:23:17.905306,,91,0:09:53.369303
2015-06-25 17:23:23.232631,,92,0:09:58.696628
2015-06-25 17:23:26.432497,,93,0:10:01.896494
2015-06-25 17:23:28.960282,,94,0:10:04.424279
2015-06-25 17:23:31.048428,,95,0:10:06.512425
2015-06-25 17:23:33.328129,,96,0:10:08.792126
2015-06-25 17:23:37.440246,,97,0:10:12.904243
2015-06-25 17:24:04.649876,,98,0:10:40.113873
2015-06-25 17:24:05.706304,,99,0:10:41.170301
2015-06-25 17:24:32.707333,,100,0:11:08.171330
2015-06-25 17:24:34.643405,,101,0:11:10.107402
2015-06-25 17:24:35.931617,,102,0:11:11.395614
2015-06-25 17:24:38.338608,,103,0:11:13.802605
2015-06-25 17:24:40.083695,,104,0:11:15.547692
2015-06-25 17:24:40.299627,,105,0:11:15.763624
2015-06-25 17:24:42.611578,,106,0:11:18.075575
2015-06-25 17:24:44.267532,,107,0:11:19.731529
2015-06-25 17:24:46.475319,,108,0:11:21.939316
2015-06-25 17:24:46.635316,,109,0:11:22.099313
2015-06-25 17:24:48.346978,,110,0:11:23.810975
2015-06-25 17:24:49.114772,,111,0:11:24.578769
2015-06-25 17:24:52.035357,,112,0:11:27.499354
2015-06-25 17:24:53.691479,,113,0:11:29.155476
2015-06-25 17:24:55.867415,,114,0:11:31.331412
2015-06-25 17:24:58.995095,,115,0:11:34.459092
2015-06-25 17:25:06.203999,,116,0:11:41.667996
2015-06-25 17:25:53.779419,,117,0:12:29.243416
2015-06-25 17:25:54.875410,,118,0:12:30.339407
2015-06-25 17:25:56.691410,,119,0:12:32.155407
2015-06-25 17:25:57.955330,,120,0:12:33.419327
2015-06-25 17:25:58.379308,,121,0:12:33.843305
2015-06-25 17:26:03.129627,,122,0:12:38.593624
2015-06-25 17:26:03.745859,,123,0:12:39.209856
2015-06-25 17:26:07.217881,,124,0:12:42.681878
2015-06-25 17:26:09.521810,,125,0:12:44.985807
2015-06-25 17:26:13.318878,,126,0:12:48.782875
2015-06-25 17:26:15.558919,,127,0:12:51.022916
2015-06-25 17:26:17.326788,,128,0:12:52.790785
2015-06-25 17:26:18.254866,,129,0:12:53.718863
2015-06-25 17:27:17.162399,,130,0:13:52.626396
2015-06-25 17:27:17.826752,,131,0:13:53.290749
2015-06-25 17:27:18.546838,,132,0:13:54.010835
2015-06-25 17:27:19.218800,,133,0:13:54.682797
2015-06-25 17:27:21.930692,,134,0:13:57.394689
2015-06-25 17:27:23.298762,,135,0:13:58.762759
2015-06-25 17:27:25.650717,,136,0:14:01.114714
2015-06-25 17:27:30.040555,,137,0:14:05.504552
2015-06-25 17:27:31.656900,,138,0:14:07.120897
2015-06-25 17:27:32.928738,,139,0:14:08.392735
2015-06-25 17:27:33.632389,,140,0:14:09.096386
2015-06-25 17:27:37.635667,,141,0:14:13.099664
2015-06-25 17:27:39.059704,,142,0:14:14.523701
2015-06-25 17:27:40.163476,,143,0:14:15.627473
2015-06-25 17:27:42.675559,,144,0:14:18.139556
2015-06-25 17:27:50.779807,,145,0:14:26.243804
2015-06-25 17:28:10.597499,,146,0:14:46.061496
2015-06-25 17:28:32.831346,,147,0:15:08.295343
2015-06-25 17:28:36.183473,,148,0:15:11.647470
2015-06-25 17:28:38.135437,,149,0:15:13.599434
2015-06-25 17:28:41.167350,,150,0:15:16.631347
2015-06-25 17:28:42.551286,,151,0:15:18.015283
2015-06-25 17:28:43.807347,,152,0:15:19.271344
2015-06-25 17:28:45.983169,,153,0:15:21.447166
2015-06-25 17:28:46.447222,,154,0:15:21.911219
2015-06-25 17:28:48.439182,,155,0:15:23.903179
2015-06-25 17:28:50.599019,,156,0:15:26.063016
2015-06-25 17:28:54.092524,,157,0:15:29.556521
2015-06-25 17:28:54.356627,,158,0:15:29.820624
2015-06-25 17:28:55.844589,,159,0:15:31.308586
2015-06-25 17:28:56.891970,,160,0:15:32.355967
2015-06-25 17:28:59.364567,,161,0:15:34.828564
2015-06-25 17:29:01.420435,,162,0:15:36.884432
2015-06-25 17:29:01.748384,,163,0:15:37.212381
2015-06-25 17:29:03.996335,,164,0:15:39.460332
2015-06-25 17:29:04.236212,,165,0:15:39.700209
2015-06-25 17:29:38.891136,,166,0:16:14.355133
2015-06-25 17:29:53.049769,,167,0:16:28.513766
2015-06-25 17:29:55.289801,,168,0:16:30.753798
2015-06-25 17:29:56.249818,,169,0:16:31.713815
2015-06-25 17:29:59.977789,,170,0:16:35.441786
2015-06-25 17:30:01.481750,,171,0:16:36.945747
2015-06-25 17:30:04.017650,,172,0:16:39.481647
2015-06-25 17:30:04.249611,,173,0:16:39.713608
2015-06-25 17:30:05.689523,,174,0:16:41.153520
2015-06-25 17:30:06.489650,,175,0:16:41.953647
2015-06-25 17:30:08.233660,,176,0:16:43.697657
2015-06-25 17:30:08.689513,,177,0:16:44.153510
2015-06-25 17:30:11.073513,,178,0:16:46.537510
2015-06-25 17:31:14.710478,,179,0:17:50.174475
2015-06-25 17:31:19.206263,,180,0:17:54.670260
2015-06-25 17:31:20.878451,,181,0:17:56.342448
2015-06-25 17:31:22.286409,,182,0:17:57.750406
2015-06-25 17:31:22.926158,,183,0:17:58.390155
2015-06-25 17:31:24.958298,,184,0:18:00.422295
2015-06-25 17:31:26.798224,,185,0:18:02.262221
2015-06-25 17:31:31.511394,,186,0:18:06.975391
2015-06-25 17:31:34.207188,,187,0:18:09.671185
2015-06-25 17:31:37.431022,,188,0:18:12.895019
2015-06-25 17:31:39.847131,,189,0:18:15.311128
2015-06-25 17:32:28.007180,,190,0:19:03.471177
2015-06-25 17:32:33.254877,,191,0:19:08.718874
2015-06-25 17:32:35.975059,,192,0:19:11.439056
2015-06-25 17:32:36.471066,,193,0:19:11.935063
2015-06-25 17:32:38.983089,,194,0:19:14.447086
2015-06-25 17:32:41.567092,,195,0:19:17.031089
2015-06-25 17:32:41.886623,,196,0:19:17.350620
2015-06-25 17:32:44.526907,,197,0:19:19.990904
2015-06-25 17:32:46.030775,,198,0:19:21.494772
2015-06-25 17:32:47.310926,,199,0:19:22.774923
2015-06-25 17:32:48.926695,,200,0:19:24.390692
2015-06-25 17:32:50.966514,,201,0:19:26.430511
2015-06-25 17:32:51.302605,,202,0:19:26.766602
2015-06-25 17:32:53.974600,,203,0:19:29.438597
2015-06-25 17:32:54.374607,,204,0:19:29.838604
2015-06-25 17:32:56.046439,,205,0:19:31.510436
2015-06-25 17:32:56.606610,,206,0:19:32.070607
2015-06-25 17:32:59.966455,,207,0:19:35.430452
2015-06-25 17:33:09.612006,,208,0:19:45.076003
2015-06-25 17:33:54.742574,,209,0:20:30.206571
2015-06-25 17:33:55.870850,,210,0:20:31.334847
2015-06-25 17:33:58.334810,,211,0:20:33.798807
2015-06-25 17:34:02.557118,,212,0:20:38.021115
2015-06-25 17:34:02.965255,,213,0:20:38.429252
2015-06-25 17:34:13.230032,,214,0:20:48.694029
2015-06-25 17:34:14.062168,,215,0:20:49.526165
2015-06-25 17:34:16.790267,,216,0:20:52.254264
2015-06-25 17:34:20.398156,,217,0:20:55.862153
2015-06-25 17:34:43.313729,,218,0:21:18.777726
2015-06-25 17:35:06.299850,,219,0:21:41.763847
2015-06-25 17:35:12.242880,,220,0:21:47.706877
2015-06-25 17:35:20.033249,,221,0:21:55.497246
2015-06-25 17:35:22.352910,,222,0:21:57.816907
2015-06-25 17:35:25.457345,,223,0:22:00.921342
2015-06-25 17:35:27.192978,,224,0:22:02.656975
2015-06-25 17:35:31.360910,,225,0:22:06.824907
2015-06-25 17:35:32.849037,,226,0:22:08.313034
2015-06-25 17:35:35.968898,,227,0:22:11.432895
2015-06-25 17:36:33.745428,,228,0:23:09.209425
2015-06-25 17:36:34.954050,,229,0:23:10.418047
2015-06-25 17:36:37.505973,,230,0:23:12.969970
2015-06-25 17:36:39.993906,,231,0:23:15.457903
2015-06-25 17:36:41.209575,,232,0:23:16.673572
2015-06-25 17:36:42.529700,,233,0:23:17.993697
2015-06-25 17:36:44.257797,,234,0:23:19.721794
2015-06-25 17:36:44.473630,,235,0:23:19.937627
2015-06-25 17:36:46.017627,,236,0:23:21.481624
2015-06-25 17:36:52.167068,,237,0:23:27.631065
2015-06-25 17:36:56.279065,,238,0:23:31.743062
2015-06-25 17:37:17.947751,,239,0:23:53.411748
2015-06-25 17:37:44.810195,,240,0:24:20.274192
2015-06-25 17:37:53.722940,,241,0:24:29.186937
2015-06-25 17:37:54.114825,,242,0:24:29.578822
2015-06-25 17:37:55.666900,,243,0:24:31.130897
2015-06-25 17:37:55.930821,,244,0:24:31.394818
2015-06-25 17:37:57.595006,,245,0:24:33.059003
2015-06-25 17:37:59.410919,,246,0:24:34.874916
2015-06-25 17:38:00.258924,,247,0:24:35.722921
2015-06-25 17:38:01.914530,,248,0:24:37.378527
2015-06-25 17:38:02.626740,,249,0:24:38.090737
2015-06-25 17:38:04.498769,,250,0:24:39.962766
2015-06-25 17:38:06.634802,,251,0:24:42.098799
2015-06-25 17:38:08.538763,,252,0:24:44.002760
2015-06-25 17:38:10.802696,,253,0:24:46.266693
2015-06-25 17:38:15.886711,,254,0:24:51.350708
2015-06-25 17:38:17.334761,,255,0:24:52.798758
2015-06-25 17:38:18.782701,,256,0:24:54.246698
2015-06-25 17:38:38.335520,,257,0:25:13.799517
2015-06-25 17:38:48.198705,,258,0:25:23.662702
2015-06-25 17:39:13.704764,,259,0:25:49.168761
2015-06-25 17:39:26.593663,,260,0:26:02.057660
2015-06-25 17:39:27.129185,,261,0:26:02.593182
2015-06-25 17:39:29.465578,,262,0:26:04.929575
2015-06-25 17:39:33.051903,,263,0:26:08.515900
2015-06-25 17:39:34.812250,,264,0:26:10.276247
2015-06-25 17:39:35.324037,,265,0:26:10.788034
2015-06-25 17:39:36.371970,,266,0:26:11.835967
2015-06-25 17:39:37.588103,,267,0:26:13.052100
2015-06-25 17:39:51.554330,,268,0:26:27.018327
2015-06-25 17:39:53.866278,,269,0:26:29.330275
2015-06-25 17:39:56.106725,,270,0:26:31.570722
2015-06-25 17:40:26.692288,,271,0:27:02.156285
2015-06-25 17:40:31.524391,,272,0:27:06.988388
2015-06-25 17:40:34.235945,,273,0:27:09.699942
2015-06-25 17:40:36.220386,,274,0:27:11.684383
2015-06-25 17:40:38.428338,,275,0:27:13.892335
2015-06-25 17:40:42.983560,,276,0:27:18.447557
2015-06-25 17:40:43.528060,,277,0:27:18.992057
2015-06-25 17:40:47.407949,,278,0:27:22.871946
2015-06-25 17:40:49.680075,,279,0:27:25.144072
2015-06-25 17:40:51.295891,,280,0:27:26.759888
2015-06-25 17:40:55.008576,,281,0:27:30.472573
2015-06-25 17:40:56.008267,,282,0:27:31.472264
2015-06-25 17:40:56.727532,,283,0:27:32.191529
2015-06-25 17:40:58.400425,,284,0:27:33.864422
2015-06-25 17:41:56.183141,,285,0:28:31.647138
2015-06-25 17:41:59.375377,,286,0:28:34.839374
2015-06-25 17:42:05.649673,,287,0:28:41.113670
2015-06-25 17:42:06.409832,,288,0:28:41.873829
2015-06-25 17:42:09.737876,,289,0:28:45.201873
2015-06-25 17:42:11.441431,,290,0:28:46.905428
2015-06-25 17:42:15.678487,,291,0:28:51.142484
2015-06-25 17:42:16.902713,,292,0:28:52.366710
2015-06-25 17:42:20.615344,,293,0:28:56.079341
2015-06-25 17:42:21.503758,,294,0:28:56.967755
2015-06-25 17:42:25.357779,,295,0:29:00.821776
2015-06-25 17:42:28.005673,,296,0:29:03.469670
2015-06-25 17:42:33.440363,,297,0:29:08.904360
2015-06-25 17:43:01.451189,,298,0:29:36.915186
2015-06-25 17:43:17.017029,,299,0:29:52.481026
2015-06-25 17:43:19.769298,,300,0:29:55.233295
2015-06-25 17:43:23.195419,,301,0:29:58.659416
2015-06-25 17:43:28.840244,,302,0:30:04.304241
2015-06-25 17:43:29.912554,,303,0:30:05.376551
2015-06-25 17:43:32.568781,,304,0:30:08.032778
2015-06-25 17:43:42.336214,,305,0:30:17.800211
2015-06-25 17:44:38.390048,,306,0:31:13.854045
2015-06-25 17:44:40.166099,,307,0:31:15.630096
2015-06-25 17:44:40.486191,,308,0:31:15.950188
2015-06-25 17:44:42.413829,,309,0:31:17.877826
2015-06-25 17:44:42.998146,,310,0:31:18.462143
2015-06-25 17:44:45.590083,,311,0:31:21.054080
2015-06-25 17:44:48.933843,,312,0:31:24.397840
2015-06-25 17:44:51.054066,,313,0:31:26.518063
2015-06-25 17:44:52.109932,,314,0:31:27.573929
2015-06-25 17:44:53.813787,,315,0:31:29.277784
2015-06-25 17:44:56.453729,,316,0:31:31.917726
2015-06-25 17:45:01.810378,,317,0:31:37.274375
2015-06-25 17:45:53.108442,,318,0:32:28.572439
2015-06-25 17:45:54.868486,,319,0:32:30.332483
2015-06-25 17:45:55.979969,,320,0:32:31.443966
2015-06-25 17:45:58.148392,,321,0:32:33.612389
2015-06-25 17:46:00.571611,,322,0:32:36.035608
2015-06-25 17:46:00.948239,,323,0:32:36.412236
2015-06-25 17:46:03.700291,,324,0:32:39.164288
2015-06-25 17:46:06.556085,,325,0:32:42.020082
2015-06-25 17:46:09.276182,,326,0:32:44.740179
2015-06-25 17:46:10.444142,,327,0:32:45.908139
2015-06-25 17:46:12.147720,,328,0:32:47.611717
2015-06-25 17:46:13.412034,,329,0:32:48.876031
2015-06-25 17:46:16.219985,,330,0:32:51.683982
2015-06-25 17:46:17.675937,,331,0:32:53.139934
2015-06-25 17:46:19.227821,,332,0:32:54.691818
2015-06-25 17:46:34.560720,,333,0:33:10.024717
2015-06-25 17:46:41.622847,,334,0:33:17.086844
2015-06-25 17:47:13.096226,,335,0:33:48.560223
2015-06-25 17:47:15.352577,,336,0:33:50.816574
2015-06-25 17:47:18.736573,,337,0:33:54.200570
2015-06-25 17:47:25.169701,,338,0:34:00.633698
2015-06-25 17:47:26.522218,,339,0:34:01.986215
2015-06-25 17:47:32.831471,,340,0:34:08.295468
2015-06-25 17:47:34.367618,,341,0:34:09.831615
2015-06-25 17:47:48.040866,,342,0:34:23.504863
2015-06-25 17:47:48.808899,,343,0:34:24.272896
2015-06-25 17:47:56.322185,,344,0:34:31.786182
2015-06-25 17:48:34.099044,,345,0:35:09.563041
2015-06-25 17:48:35.306679,,346,0:35:10.770676
2015-06-25 17:48:36.595139,,347,0:35:12.059136
2015-06-25 17:48:37.178451,,348,0:35:12.642448
2015-06-25 17:48:39.170981,,349,0:35:14.634978
2015-06-25 17:48:40.683020,,350,0:35:16.147017
2015-06-25 17:48:42.507043,,351,0:35:17.971040
2015-06-25 17:48:45.010397,,352,0:35:20.474394
2015-06-25 17:48:47.346298,,353,0:35:22.810295
2015-06-25 17:48:48.962774,,354,0:35:24.426771
2015-06-25 17:48:53.955909,,355,0:35:29.419906
2015-06-25 17:49:00.140978,,356,0:35:35.604975
2015-06-25 17:49:54.609408,,357,0:36:30.073405
2015-06-25 17:49:54.777666,,358,0:36:30.241663
2015-06-25 17:49:56.249734,,359,0:36:31.713731
2015-06-25 17:49:56.625608,,360,0:36:32.089605
2015-06-25 17:49:58.873634,,361,0:36:34.337631
2015-06-25 17:50:10.476155,,362,0:36:45.940152
2015-06-25 17:50:12.100283,,363,0:36:47.564280
2015-06-25 17:50:19.501661,,364,0:36:54.965658
2015-06-25 17:50:24.754873,,365,0:37:00.218870
2015-06-25 17:51:14.551703,,366,0:37:50.015700
2015-06-25 17:51:15.879686,,367,0:37:51.343683
2015-06-25 17:51:19.639495,,368,0:37:55.103492
2015-06-25 17:51:20.751777,,369,0:37:56.215774
2015-06-25 17:51:22.143559,,370,0:37:57.607556
2015-06-25 17:51:26.164456,,371,0:38:01.628453
2015-06-25 17:51:27.964445,,372,0:38:03.428442
2015-06-25 17:51:31.164360,,373,0:38:06.628357
2015-06-25 17:52:34.855411,,374,0:39:10.319408
2015-06-25 17:52:38.391775,,375,0:39:13.855772
2015-06-25 17:52:42.978025,,376,0:39:18.442022
2015-06-25 17:52:44.642164,,377,0:39:20.106161
2015-06-25 17:52:46.314151,,378,0:39:21.778148
2015-06-25 17:52:47.289713,,379,0:39:22.753710
2015-06-25 17:52:48.457894,,380,0:39:23.921891
2015-06-25 17:52:49.529940,,381,0:39:24.993937
2015-06-25 17:52:50.242161,,382,0:39:25.706158
2015-06-25 17:52:52.369966,,383,0:39:27.833963
2015-06-25 17:52:58.633655,,384,0:39:34.097652
2015-06-25 17:53:01.617172,,385,0:39:37.081169
2015-06-25 17:53:32.367069,,386,0:40:07.831066
2015-06-25 17:53:54.457254,,387,0:40:29.921251
2015-06-25 17:53:56.353672,,388,0:40:31.817669
2015-06-25 17:53:58.889731,,389,0:40:34.353728
2015-06-25 17:54:02.025349,,390,0:40:37.489346
2015-06-25 17:54:03.217555,,391,0:40:38.681552
2015-06-25 17:54:03.729522,,392,0:40:39.193519
2015-06-25 17:54:15.510804,,393,0:40:50.974801
2015-06-25 17:54:16.822968,,394,0:40:52.286965
2015-06-25 17:54:18.263007,,395,0:40:53.727004
2015-06-25 17:54:29.477007,,396,0:41:04.941004
2015-06-25 17:54:41.145219,,397,0:41:16.609216
2015-06-25 17:55:13.300041,,398,0:41:48.764038
2015-06-25 17:55:14.459505,,399,0:41:49.923502
2015-06-25 17:55:16.804144,,400,0:41:52.268141
2015-06-25 17:55:20.573322,,401,0:41:56.037319
2015-06-25 17:55:24.206002,,402,0:41:59.669999
2015-06-25 17:55:36.761836,,403,0:42:12.225833
2015-06-25 17:56:34.672731,,404,0:43:10.136728
2015-06-25 17:56:35.984657,,405,0:43:11.448654
2015-06-25 17:56:39.400623,,406,0:43:14.864620
2015-06-25 17:56:42.104827,,407,0:43:17.568824
2015-06-25 17:56:42.984663,,408,0:43:18.448660
2015-06-25 17:56:44.728162,,409,0:43:20.192159
2015-06-25 17:56:45.432405,,410,0:43:20.896402
2015-06-25 17:56:47.240246,,411,0:43:22.704243
2015-06-25 17:56:56.453878,,412,0:43:31.917875
2015-06-25 17:56:59.590084,,413,0:43:35.054081
2015-06-25 17:57:20.104203,,414,0:43:55.568200
2015-06-25 17:57:28.824723,,415,0:44:04.288720
2015-06-25 17:57:53.173381,,416,0:44:28.637378
2015-06-25 17:57:53.613874,,417,0:44:29.077871
2015-06-25 17:57:55.165579,,418,0:44:30.629576
2015-06-25 17:57:56.749685,,419,0:44:32.213682
2015-06-25 17:57:58.621703,,420,0:44:34.085700
2015-06-25 17:57:58.989564,,421,0:44:34.453561
2015-06-25 17:58:02.876772,,422,0:44:38.340769
2015-06-25 17:58:07.164105,,423,0:44:42.628102
2015-06-25 17:58:12.014199,,424,0:44:47.478196
2015-06-25 17:58:13.190484,,425,0:44:48.654481
2015-06-25 17:58:13.526499,,426,0:44:48.990496
2015-06-25 17:58:16.422325,,427,0:44:51.886322
2015-06-25 17:58:17.318369,,428,0:44:52.782366
2015-06-25 17:58:20.334250,,429,0:44:55.798247
2015-06-25 17:58:28.788346,,430,0:45:04.252343
2015-06-25 17:58:34.716559,,431,0:45:10.180556
2015-06-25 17:58:39.535127,,432,0:45:14.999124
2015-06-25 17:59:15.411441,,433,0:45:50.875438
2015-06-25 17:59:17.611564,,434,0:45:53.075561
2015-06-25 17:59:18.787572,,435,0:45:54.251569
2015-06-25 17:59:20.795236,,436,0:45:56.259233
2015-06-25 17:59:21.019349,,437,0:45:56.483346
2015-06-25 17:59:23.611330,,438,0:45:59.075327
2015-06-25 17:59:23.859254,,439,0:45:59.323251
2015-06-25 17:59:27.736947,,440,0:46:03.200944
2015-06-25 17:59:28.688963,,441,0:46:04.152960
2015-06-25 17:59:29.897166,,442,0:46:05.361163
2015-06-25 17:59:31.273306,,443,0:46:06.737303
2015-06-25 17:59:32.128531,,444,0:46:07.592528
2015-06-25 17:59:37.157103,,445,0:46:12.621100
2015-06-25 17:59:51.952493,,446,0:46:27.416490
2015-06-25 18:00:36.374714,,447,0:47:11.838711
2015-06-25 18:00:36.903352,,448,0:47:12.367349
2015-06-25 18:00:38.791377,,449,0:47:14.255374
2015-06-25 18:00:41.967233,,450,0:47:17.431230
2015-06-25 18:00:42.591020,,451,0:47:18.055017
2015-06-25 18:00:44.431315,,452,0:47:19.895312
2015-06-25 18:00:45.062528,,453,0:47:20.526525
2015-06-25 18:00:46.063007,,454,0:47:21.527004
2015-06-25 18:00:48.382906,,455,0:47:23.846903
2015-06-25 18:00:50.895019,,456,0:47:26.359016
2015-06-25 18:00:52.654991,,457,0:47:28.118988
2015-06-25 18:00:54.286937,,458,0:47:29.750934
2015-06-25 18:00:57.966826,,459,0:47:33.430823
2015-06-25 18:01:01.537596,,460,0:47:37.001593
2015-06-25 18:01:28.574117,,461,0:48:04.038114
2015-06-25 18:01:45.473391,,462,0:48:20.937388
2015-06-25 18:01:46.961245,,463,0:48:22.425242
2015-06-25 18:01:50.241275,,464,0:48:25.705272
2015-06-25 18:01:52.577192,,465,0:48:28.041189
2015-06-25 18:01:54.041149,,466,0:48:29.505146
2015-06-25 18:01:55.601116,,467,0:48:31.065113
2015-06-25 18:01:56.401240,,468,0:48:31.865237
2015-06-25 18:01:57.416073,,469,0:48:32.880070
2015-06-25 18:02:01.697767,,470,0:48:37.161764
2015-06-25 18:02:01.961828,,471,0:48:37.425825
2015-06-25 18:02:05.265846,,472,0:48:40.729843
2015-06-25 18:02:44.512354,,473,0:49:19.976351
2015-06-25 18:02:47.600561,,474,0:49:23.064558
2015-06-25 18:03:07.819297,,475,0:49:43.283294
2015-06-25 18:03:21.091527,,476,0:49:56.555524
2015-06-25 18:03:27.955451,,477,0:50:03.419448
2015-06-25 18:03:49.554381,,478,0:50:25.018378
2015-06-25 18:03:51.698290,,479,0:50:27.162287
2015-06-25 18:04:00.418760,,480,0:50:35.882757
2015-06-25 18:04:02.410933,,481,0:50:37.874930
2015-06-25 18:04:03.418640,,482,0:50:38.882637
2015-06-25 18:04:05.475138,,483,0:50:40.939135
2015-06-25 18:04:06.746113,,484,0:50:42.210110
2015-06-25 18:04:08.018350,,485,0:50:43.482347
2015-06-25 18:04:18.689648,,486,0:50:54.153645
2015-06-25 18:04:49.381920,,487,0:51:24.845917
2015-06-25 18:04:52.118326,,488,0:51:27.582323
2015-06-25 18:04:55.102218,,489,0:51:30.566215
2015-06-25 18:04:57.518199,,490,0:51:32.982196
2015-06-25 18:04:59.574034,,491,0:51:35.038031
2015-06-25 18:05:02.428826,,492,0:51:37.892823
2015-06-25 18:05:14.383052,,493,0:51:49.847049
2015-06-25 18:05:15.463411,,494,0:51:50.927408
2015-06-25 18:05:17.838932,,495,0:51:53.302929
2015-06-25 18:05:18.102873,,496,0:51:53.566870
2015-06-25 18:05:19.814867,,497,0:51:55.278864
2015-06-25 18:05:20.135016,,498,0:51:55.599013
