
11_17_39_276924,24616,6783,25.103608519092745,25.051210528155934,22.958868706315627,25.382179267475408,23.570188228021323,23.953584587626608,23.642216410476692,25.585145308750214,25.255349860954254,23.992761916444522,23.9794944057968,24.968193732693351,24.634239382944941,24.633495392399084,25.403213213114043,25.042900903023508

11_17_39_277290,24629,6783,21.503800643726834,21.46151609724177,23.377262962855639,26.881149891470727,22.144316274444122,20.514463896985603,25.603838864332033,24.628321794456554,21.758932634946518,21.378112936727234,26.256668968313136,23.629243593711806,22.130674174014757,20.870739769258648,23.85611991423508,20.849759841606158

11_17_39_277583,24642,6783,21.503800643726834,21.46151609724177,23.377262962855639,26.881149891470727,22.144316274444122,20.514463896985603,25.603838864332033,24.628321794456554,21.758932634946518,21.378112936727234,26.256668968313136,23.629243593711806,22.130674174014757,20.870739769258648,23.85611991423508,20.849759841606158

11_17_39_277886,24654,6783,21.503800643726834,21.46151609724177,23.377262962855639,26.881149891470727,22.144316274444122,20.514463896985603,25.603838864332033,24.628321794456554,21.758932634946518,24.314780616208054,26.256668968313136,24.635146897001732,24.280442304415715,22.770059076669327,23.85611991423508,25.45260797924584

11_17_39_278169,24668,6783,27.597272987422571,25.928678667936083,22.958868706315627,23.47612956958443,24.275483005226704,24.962394619156044,24.95426110392566,24.307321414020294,24.628752734476336,24.314780616208054,26.256668968313136,24.635146897001732,24.280442304415715,22.770059076669327,23.85611991423508,25.45260797924584

11_17_39_278450,24681,6783,27.597272987422571,25.928678667936083,22.958868706315627,23.47612956958443,24.275483005226704,24.962394619156044,24.95426110392566,24.307321414020294,24.628752734476336,24.314780616208054,26.256668968313136,24.635146897001732,24.280442304415715,22.770059076669327,23.85611991423508,25.45260797924584

11_17_39_278732,24693,6783,31.462626840335304,30.621923826016314,27.866871896868815,26.134479925150572,28.40540454823298,24.962394619156044,26.2492069379486,25.585145308750214,26.496833316414438,25.90939331418997,26.577770195278674,26.616911834023426,26.036965056025394,27.544169938917662,23.465544290659182,23.803538950069424

11_17_39_279037,24707,6783,31.462626840335304,30.621923826016314,27.866871896868815,26.134479925150572,28.40540454823298,24.962394619156044,26.2492069379486,25.585145308750214,26.496833316414438,25.90939331418997,26.577770195278674,26.616911834023426,26.036965056025394,27.544169938917662,23.465544290659182,23.803538950069424

11_17_39_279316,24719,6783,31.462626840335304,30.621923826016314,27.866871896868815,26.134479925150572,28.40540454823298,24.962394619156044,26.2492069379486,25.585145308750214,26.496833316414438,25.90939331418997,26.577770195278674,26.616911834023426,26.036965056025394,27.544169938917662,23.465544290659182,25.042900903023508

11_17_39_279597,24732,6783,26.607266925115937,28.08918996775094,25.851187915209266,24.624147834355711,26.017100779503778,25.296399825832566,24.95426110392566,24.948287419056101,26.496833316414438,24.955698611058267,25.287115196229138,24.968193732693351,26.384581643170407,23.892325687761002,26.547944546893291,25.042900903023508

11_17_39_279899,24744,6783,26.607266925115937,28.08918996775094,25.851187915209266,24.624147834355711,26.017100779503778,25.296399825832566,24.95426110392566,24.948287419056101,26.496833316414438,24.955698611058267,25.287115196229138,24.968193732693351,26.384581643170407,23.892325687761002,26.547944546893291,25.042900903023508

11_17_39_280181,24761,6783,22.545779223641603,21.91743629746054,27.065465992426653,26.134479925150572,23.215646557666048,21.558881173826478,24.300409021984194,26.532862295713869,22.081955161448036,23.020371514014357,23.9794944057968,21.586185359917295,20.670979916479325,25.002014335639501,20.283936721160217,23.803538950069424

11_17_39_280462,24773,6783,22.545779223641603,21.91743629746054,27.065465992426653,26.134479925150572,23.215646557666048,21.558881173826478,24.300409021984194,26.532862295713869,22.081955161448036,23.020371514014357,23.9794944057968,21.586185359917295,20.670979916479325,25.002014335639501,20.283936721160217,23.803538950069424

11_17_39_280744,24786,6783,22.545779223641603,21.91743629746054,27.065465992426653,26.134479925150572,23.215646557666048,21.558881173826478,24.300409021984194,26.532862295713869,22.081955161448036,23.020371514014357,23.9794944057968,21.586185359917295,23.211405999066301,25.002014335639501,23.85611991423508,25.860635509299414

11_17_39_281047,24799,6783,24.08839156245142,24.165927338575045,26.662344481742593,25.75903962304568,24.975795712773674,23.953584587626608,23.971859483310141,22.686520388881206,24.628752734476336,22.694102857989947,25.287115196229138,24.635146897001732,23.211405999066301,25.002014335639501,23.85611991423508,25.860635509299414

11_17_39_281328,24812,6783,24.08839156245142,24.165927338575045,26.662344481742593,25.75903962304568,24.975795712773674,23.953584587626608,23.971859483310141,22.686520388881206,24.628752734476336,22.694102857989947,25.287115196229138,24.635146897001732,23.211405999066301,25.002014335639501,23.85611991423508,25.860635509299414

11_17_39_281608,24824,6783,29.064198030488853,29.363508618508376,26.257590293654744,25.003886262162723,27.388812413807727,26.291744178814838,24.300409021984194,24.948287419056101,26.804805511622874,25.274613493567983,24.635458029886252,26.289342101962518,27.076206373428477,26.099449113053026,25.403213213114043,22.548462010060007

11_17_39_281910,24838,6783,29.064198030488853,29.363508618508376,26.257590293654744,25.003886262162723,27.388812413807727,26.291744178814838,24.300409021984194,24.948287419056101,26.804805511622874,25.274613493567983,24.635458029886252,26.289342101962518,27.076206373428477,26.099449113053026,25.403213213114043,22.548462010060007

11_17_39_282193,24850,6783,29.064198030488853,29.363508618508376,26.257590293654744,25.003886262162723,27.388812413807727,26.291744178814838,24.300409021984194,24.948287419056101,26.804805511622874,25.274613493567983,24.635458029886252,26.289342101962518,27.076206373428477,26.099449113053026,25.403213213114043,22.548462010060007

11_17_39_282475,24863,6783,26.108563071099525,25.928678667936083,26.662344481742593,24.624147834355711,24.626256983997052,26.6213304826681,24.95426110392566,26.532862295713869,26.804805511622874,24.635756901132368,23.649876799929018,22.952915867374941,24.986779899700991,25.734979596042194,25.403213213114043,27.074799418950079

