
12_00_06_708066,55067,6579,15.832968444706751,17.89094984535825,16.683866210580618,17.431944533701596,14.618307034498343,18.66913862911116,16.128653859325595,17.508935512458834,16.455060163216217,17.376658885802328,15.991774095763162,18.869559304706513,16.013780979766182,16.429531611385755,16.463264901769719,17.846673670198982

12_00_06_708616,55084,6579,18.028626802597898,19.768722054747855,18.893999849749946,19.055963865518947,18.421954367848343,16.139662515806663,17.192556594635334,17.508935512458834,15.769312300814477,17.030958600229553,16.703347273157249,15.997393179108826,16.782120299755661,16.429531611385755,16.463264901769719,17.846673670198982

12_00_06_709161,55096,6579,18.028626802597898,19.768722054747855,18.893999849749946,19.055963865518947,18.421954367848343,16.139662515806663,17.192556594635334,17.508935512458834,15.769312300814477,17.030958600229553,16.703347273157249,15.997393179108826,16.782120299755661,16.429531611385755,16.463264901769719,17.846673670198982

12_00_06_709698,55109,6579,20.70518042393951,21.611060632684314,19.764171453414804,19.457766967906252,18.421954367848343,19.733350547208772,18.244890863000876,18.195723150023468,19.812792573247862,20.098830092955041,17.409718100288615,19.574519787839677,20.535073159615933,19.199884168367532,17.300478890899683,16.063265697957661

12_00_06_710235,55121,6579,20.70518042393951,21.611060632684314,19.764171453414804,19.457766967906252,18.421954367848343,19.733350547208772,18.244890863000876,18.195723150023468,19.812792573247862,20.098830092955041,17.409718100288615,19.574519787839677,20.535073159615933,19.199884168367532,17.300478890899683,16.063265697957661

12_00_06_710766,55135,6579,20.70518042393951,21.611060632684314,19.764171453414804,19.457766967906252,18.421954367848343,19.733350547208772,18.244890863000876,18.195723150023468,19.812792573247862,20.098830092955041,17.409718100288615,18.515155981774285,20.902545507550997,22.649903344034328,20.578955328203222,20.461828977709843

12_00_06_711317,55147,6579,21.231804360816113,22.066289400438848,21.05506530763239,21.442366026318325,19.902583137718977,20.436431902418292,16.839222357075016,18.537303470966719,21.4492529337669,21.100375405741488,18.80720195921424,18.515155981774285,20.902545507550997,22.649903344034328,20.578955328203222,20.461828977709843

